ProductCLass	Product	Description	ProductCurrency	NegotiationLot	PriceLot	ISIN	Dt_Issue	Dt_Expiry	Index Rate	PctRate	Dt_CashMaturity	Liquidity	Rating	Dt_Com	Dt_CashFlow	Cash Flow Currency	Fixed Coupon	Coupon Time Basis	Coupon Rate Basis	Coupon Rate Frequency	Dt_StartCoupon	Dt_EndCoupon	Float Index	Is Fixing Period	Dt_Fixing	Dt_StartFloat	Dt_EndFloat	Principal Indexed Index	Dt_StartIndex	Dt_EndIndex	Principal Amortization Pct	Forward	PU Effective Payment	LinkedProduct	Base Price	Price Fixing Date	Float Fixing Date	Float Start	Float End Date	Float Spread	Float Rate Basis	Float Time Basis	Dt_StartAccrual	Dt_FirstPayment	Annual Payment Frequency
NTN-F	NTNF 01/01/2029	NTNF 01/01/2029	BRL	1000	1000	BRSTNCNTF1Q6		01/02/2029						12/31/2024	01/02/2025	BRL	10	Days360	Exponential	1	07/01/2024	01/01/2025																							
NTN-F	NTNF 01/01/2029	NTNF 01/01/2029	BRL	1000	1000	BRSTNCNTF1Q6		01/02/2029						06/28/2024	07/01/2024	BRL	10	Days360	Exponential	1	01/01/2024	07/01/2024																							
NTN-F	NTNF 01/01/2029	NTNF 01/01/2029	BRL	1000	1000	BRSTNCNTF1Q6		01/02/2029						12/29/2023	01/02/2024	BRL	10	Days360	Exponential	1	07/01/2023	01/01/2024																							
NTN-F	NTNF 01/01/2029	NTNF 01/01/2029	BRL	1000	1000	BRSTNCNTF1Q6		01/02/2029						06/30/2023	07/03/2023	BRL	10	Days360	Exponential	1	01/01/2023	07/01/2023																							
NTN-F	NTNF 01/01/2029	NTNF 01/01/2029	BRL	1000	1000	BRSTNCNTF1Q6		01/02/2029						12/30/2022	01/02/2023	BRL	10	Days360	Exponential	1	07/01/2022	01/01/2023																							
NTN-F	NTNF 01/01/2029	NTNF 01/01/2029	BRL	1000	1000	BRSTNCNTF1Q6		01/02/2029						06/30/2022	07/01/2022	BRL	10	Days360	Exponential	1	01/01/2022	07/01/2022																							
NTN-F	NTNF 01/01/2029	NTNF 01/01/2029	BRL	1000	1000	BRSTNCNTF1Q6		01/02/2029						12/31/2021	01/03/2022	BRL	10	Days360	Exponential	1	07/01/2021	01/01/2022																							
NTN-F	NTNF 01/01/2029	NTNF 01/01/2029	BRL	1000	1000	BRSTNCNTF1Q6		01/02/2029						06/30/2021	07/01/2021	BRL	10	Days360	Exponential	1	01/01/2021	07/01/2021																							
NTN-F	NTNF 01/01/2029	NTNF 01/01/2029	BRL	1000	1000	BRSTNCNTF1Q6		01/02/2029						12/31/2020	01/04/2021	BRL	10	Days360	Exponential	1	07/01/2020	01/01/2021																							
NTN-F	NTNF 01/01/2029	NTNF 01/01/2029	BRL	1000	1000	BRSTNCNTF1Q6		01/02/2029						06/30/2020	07/01/2020	BRL	10	Days360	Exponential	1	01/01/2020	07/01/2020																							
NTN-F	NTNF 01/01/2029	NTNF 01/01/2029	BRL	1000	1000	BRSTNCNTF1Q6		01/02/2029						12/31/2019	01/02/2020	BRL	10	Days360	Exponential	1	07/01/2019	01/01/2020																							
NTN-F	NTNF 01/01/2029	NTNF 01/01/2029	BRL	1000	1000	BRSTNCNTF1Q6		01/02/2029						06/28/2019	07/01/2019	BRL	10	Days360	Exponential	1	01/01/2019	07/01/2019																							
NTN-F	NTNF 01/01/2029	NTNF 01/01/2029	BRL	1000	1000	BRSTNCNTF1Q6		01/02/2029						12/31/2018	01/02/2019	BRL	10	Days360	Exponential	1	07/01/2018	01/01/2019																							
NTN-F	NTNF 01/01/2029	NTNF 01/01/2029	BRL	1000	1000	BRSTNCNTF1Q6		01/02/2029						06/29/2018	07/02/2018	BRL	10	Days360	Exponential	1	01/01/2018	07/01/2018																							
NTN-F	NTNF 01/01/2029	NTNF 01/01/2029	BRL	1000	1000	BRSTNCNTF1Q6		01/02/2029						12/29/2017	01/02/2018	BRL	10	Days360	Exponential	1	07/01/2017	01/01/2018																							
NTN-F	NTNF 01/01/2029	NTNF 01/01/2029	BRL	1000	1000	BRSTNCNTF1Q6		01/02/2029						06/30/2017	07/03/2017	BRL	10	Days360	Exponential	1	01/01/2017	07/01/2017																							
Overnight	Compromissada	Compromissada	BRL	1	1																																								
Overnight	Cash Banco do Brasil	Cash Banco do Brasil	BRL	1	1																																								
Overnight	Cash BNP Paribas	Cash BNP Paribas	BRL	1	1																																								
Overnight	Cash Bradesco	Cash Bradesco	BRL	1	1																																								
Overnight	Cash CEF	Cash CEF	BRL	1	1																																								
Overnight	Cash Credit Agricole	Cash Credit Agricole	BRL	1	1																																								
Overnight	Cash Itau	Cash Itau	BRL	1	1																																								
Overnight	Cash Santander	Cash Santander	BRL	1	1																																								
Perpetual Bonds	COSAN 8.25% 11/29/49	COSAN 8.25% 11/29/49	USD	1	100	XS0556373347							BB				0.0825	Days360	Linear	1																							11/05/2010	02/05/2011	4
Perpetual Bonds	BANBRA 9% Perp	BANCO DO BRASIL (CAYMAN)	USD	1	100	USP3772WAF97							B				0.09	Days360	Linear	1																							06/18/2014	12/18/2014	2
Perpetual Bonds	GSHB 10.00% Perp	GENERAL SHOPPING FINANCE LTD	USD	1	100	USG3812BAB65							CCC				0.1	Days360	Linear	1																							11/09/2010	02/09/2011	4
Perpetual Bonds	WOORIB 4.5% Perp	WOORI BANK	USD	1	100	US98105HAE09							BBB				0.045	Days360	Linear	1																							09/27/2016	03/27/2017	2
Perpetual Bonds	OLAMSP 5.35% Perp	OLAM INTERNATIONAL LTD	USD	1	100	XS1452359521											0.0535	Days360	Linear	1																							07/20/2016	01/20/2017	2
Perpetual Bonds	ITAU 6.125% Perp	ITAU UNIBANCO HOLDING SA	USD	1	100	USP5R6DPAA84							B				0.06125	30/360 ISMA	Linear	1																							12/12/2017	06/12/2018	2
Perpetual Bonds	ITAU 6.5% Perp	ITAU UNIBANCO HLDG SA/K	USD	1	100	USP5R6DPAB67							B				0.065	30/360 ISMA	Linear	1																							03/19/2018	09/19/2018	2
Perpetual Bonds	ITAU 4.625% Perp	ITAU UNIBANCO HLDG SA/K	USD	1	100	USP59699AB77							B				0.04625	Days360	Linear	1																							02/27/2020	08/27/2020	2
Perpetual Bonds	TLFOSH 12% Perp	TELFORD OFFSHORE LTD	USD	1	100	NO0010871791											0.12	Days360	Linear	1																							12/30/2019	12/31/2020	1
Perpetual Bonds	EBIUH 6.125% Perp	EMIRATES NBD BANK PJSC	USD	1	100	XS1964681610							A				0.06125	Days360	Linear	1																							03/20/2019	09/20/2019	2
Provisions and Costs	Taxa SELIC_	Taxa SELIC_	BRL	1	1																																								
Provisions and Costs	Outras Despesas Administrativas_	Outras Despesas Administrativas_	BRL	1	1																																								
Provisions and Costs	Taxa Administração_	Taxa Administração_	BRL	1	1																																								
Provisions and Costs	Despesa Corretagem BM&F_	Despesa Corretagem BM&F_	BRL	1	1																																								
Provisions and Costs	Emolumentos_	Emolumentos_	BRL	1	1																																								
Provisions and Costs	Taxa CUSTÓDIA_	Taxa CUSTÓDIA_	BRL	1	1																																								
Provisions and Costs	Outros_	Outros_	BRL	1	1																																								
Provisions and Costs	Despesas Auditoria_	Despesas Auditoria_	BRL	1	1																																								
Provisions and Costs	Global Bonds Payment USD_	Global Bonds Payment USD_	USD	1	1																																								
Provisions and Costs	Provision Global Bonds USD_	Provision Global Bonds USD_	USD	1	1																																								
Provisions and Costs	SFL DIVIDEND_	SFL DIVIDEND_	USD	1	1																																								
Provisions and Costs	KHC DIVIDEND_	KHC DIVIDEND_	USD	1	1																																								
Provisions and Costs	Interest Earned USD_	Interest Earned USD_	USD	1	1																																								
Provisions and Costs	Provision ETF USD_	Provision ETF USD_	USD	1	1																																								
Provisions and Costs	Tax Withheld USD	Tax Withheld USD	USD	1	1																																								
Provisions and Costs	Prepaid Expenses Registered Agents Fees_	Prepaid Expenses Registered Agents Fees_	USD	1	1																																								
Provisions and Costs	Accrued  Expenses Licence_	Accrued  Expenses Licence_	USD	1	1																																								
Provisions and Costs	Accrued  Expenses Administration_	Accrued  Expenses Administration_	EUR	1	1																																								
Provisions and Costs	Accrued  Expenses Audit_	Accrued  Expenses Audit_	EUR	1	1																																								
Provisions and Costs	Accrued  Expenses Regulatory_	Accrued  Expenses Regulatory_	EUR	1	1																																								
Provisions and Costs	Accrued Expenses Registered Office USD_	Accrued Expenses Registered Office USD_	USD	1	1																																								
Provisions and Costs	Dividends Receivable USD_	Dividends Receivable USD_	USD	1	1																																								
Provisions and Costs	Receivable USD_	Receivable USD_	USD	1	1																																								
Provisions and Costs	Accrued Interest Receivable USD_	Accrued Interest Receivable USD_	USD	1	1																																								
Provisions and Costs	Accrued Expenses Licence USD_	Accrued Expenses Licence USD_	USD	1	1																																								
Provisions and Costs	Accrued Expenses Administration EUR_	Accrued Expenses Administration EUR_	EUR	1	1																																								
Provisions and Costs	Accrued Expenses Audit EUR_	Accrued Expenses Audit EUR_	EUR	1	1																																								
Provisions and Costs	Accrued Expenses Regulatory EUR_	Accrued Expenses Regulatory EUR_	EUR	1	1																																								
Provisions and Costs	Accrued Expenses Custody USD_	Accrued Expenses Custody USD_	USD	1	1																																								
Provisions and Costs	Withholding Tax Payable USD_	Withholding Tax Payable USD_	USD	1	1																																								
Provisions and Costs	Receivable JPY_	Receivable JPY_	JPY	1	1																																								
Provisions and Costs	Diferença USD_	Diferença USD_	USD	1	1																																								
Provisions and Costs	RBBV11 RENDIMENTO_	RBBV11 RENDIMENTO_	BRL	1	1																																								
Provisions and Costs	SPY DIVIDEND_	SPY DIVIDEND_	USD	1	1																																								
Provisions and Costs	EMLP DIVIDEND_	EMLP DIVIDEND_	USD	1	1																																								
Provisions and Costs	VEA DIVIDEND_	VEA DIVIDEND_	USD	1	1																																								
Provisions and Costs	PRF DIVIDEND_	PRF DIVIDEND_	USD	1	1																																								
Provisions and Costs	SPY5 LN DIVIDEND_	SPY5 LN DIVIDEND_	USD	1	1																																								
TBILL	TBILL 22JUL21	TBILL 22JUL21	USD	1	100	US912796C490	01/14/2021	07/22/2021																																					
TBOND	T 2.875% 09/30/23	UNITED STATES TREASURY	USD	1	100	US9128285D82		09/30/2023					AAA	09/28/2023	10/02/2023	USD	2.875	Act/Act ISMA	Linear	1	03/30/2023	09/30/2023									100														
TBOND	T 2.875% 09/30/23	UNITED STATES TREASURY	USD	1	100	US9128285D82		09/30/2023					AAA	03/28/2023	03/30/2023	USD	2.875	Act/Act ISMA	Linear	1	09/30/2022	03/30/2023																							
TBOND	T 2.875% 09/30/23	UNITED STATES TREASURY	USD	1	100	US9128285D82		09/30/2023					AAA	09/28/2022	09/30/2022	USD	2.875	Act/Act ISMA	Linear	1	03/30/2022	09/30/2022																							
TBOND	T 2.875% 09/30/23	UNITED STATES TREASURY	USD	1	100	US9128285D82		09/30/2023					AAA	03/28/2022	03/30/2022	USD	2.875	Act/Act ISMA	Linear	1	09/30/2021	03/30/2022																							
TBOND	T 2.875% 09/30/23	UNITED STATES TREASURY	USD	1	100	US9128285D82		09/30/2023					AAA	09/28/2021	09/30/2021	USD	2.875	Act/Act ISMA	Linear	1	03/30/2021	09/30/2021																							
TBOND	T 2.875% 09/30/23	UNITED STATES TREASURY	USD	1	100	US9128285D82		09/30/2023					AAA	03/26/2021	03/31/2021	USD	2.875	Act/Act ISMA	Linear	1	09/30/2020	03/30/2021																							
TBOND	T 2.875% 09/30/23	UNITED STATES TREASURY	USD	1	100	US9128285D82		09/30/2023					AAA	09/28/2020	09/30/2020	USD	2.875	Act/Act ISMA	Linear	1	03/30/2020	09/30/2020																							
TBOND	T 2.875% 09/30/23	UNITED STATES TREASURY	USD	1	100	US9128285D82		09/30/2023					AAA	03/26/2020	03/30/2020	USD	2.875	Act/Act ISMA	Linear	1	09/30/2019	03/30/2020																							
TBOND	T 2.875% 09/30/23	UNITED STATES TREASURY	USD	1	100	US9128285D82		09/30/2023					AAA	09/26/2019	09/30/2019	USD	2.875	Act/Act ISMA	Linear	1	03/31/2019	09/30/2019																							
TBOND	T 2.875% 09/30/23	UNITED STATES TREASURY	USD	1	100	US9128285D82		09/30/2023					AAA	03/28/2019	04/01/2019	USD	2.875	Act/Act ISMA	Linear	1	09/30/2018	03/31/2019																							
TBOND	T 1.500% 02/15/30	UNITED STATES TREASURY	USD	1	100	US912828Z948		02/15/2030					AAA	02/13/2030	02/15/2030	USD	1.5	Days360	Linear	1	08/15/2029	02/15/2030									100														
TBOND	T 1.500% 02/15/30	UNITED STATES TREASURY	USD	1	100	US912828Z948		02/15/2030					AAA	08/13/2029	08/15/2029	USD	1.5	Days360	Linear	1	02/15/2029	08/15/2029																							
TBOND	T 1.500% 02/15/30	UNITED STATES TREASURY	USD	1	100	US912828Z948		02/15/2030					AAA	02/13/2029	02/15/2029	USD	1.5	Days360	Linear	1	08/15/2028	02/15/2029																							
TBOND	T 1.500% 02/15/30	UNITED STATES TREASURY	USD	1	100	US912828Z948		02/15/2030					AAA	08/11/2028	08/15/2028	USD	1.5	Days360	Linear	1	02/15/2028	08/15/2028																							
TBOND	T 1.500% 02/15/30	UNITED STATES TREASURY	USD	1	100	US912828Z948		02/15/2030					AAA	02/11/2028	02/15/2028	USD	1.5	Days360	Linear	1	08/15/2027	02/15/2028																							
TBOND	T 1.500% 02/15/30	UNITED STATES TREASURY	USD	1	100	US912828Z948		02/15/2030					AAA	08/12/2027	08/16/2027	USD	1.5	Days360	Linear	1	02/15/2027	08/15/2027																							
TBOND	T 1.500% 02/15/30	UNITED STATES TREASURY	USD	1	100	US912828Z948		02/15/2030					AAA	02/11/2027	02/16/2027	USD	1.5	Days360	Linear	1	08/15/2026	02/15/2027																							
TBOND	T 1.500% 02/15/30	UNITED STATES TREASURY	USD	1	100	US912828Z948		02/15/2030					AAA	08/13/2026	08/17/2026	USD	1.5	Days360	Linear	1	02/15/2026	08/15/2026																							
TBOND	T 1.500% 02/15/30	UNITED STATES TREASURY	USD	1	100	US912828Z948		02/15/2030					AAA	02/12/2026	02/17/2026	USD	1.5	Days360	Linear	1	08/15/2025	02/15/2026																							
TBOND	T 1.500% 02/15/30	UNITED STATES TREASURY	USD	1	100	US912828Z948		02/15/2030					AAA	08/13/2025	08/15/2025	USD	1.5	Days360	Linear	1	02/15/2025	08/15/2025																							
TBOND	T 1.500% 02/15/30	UNITED STATES TREASURY	USD	1	100	US912828Z948		02/15/2030					AAA	02/13/2025	02/18/2025	USD	1.5	Days360	Linear	1	08/15/2024	02/15/2025																							
TBOND	T 1.500% 02/15/30	UNITED STATES TREASURY	USD	1	100	US912828Z948		02/15/2030					AAA	08/13/2024	08/15/2024	USD	1.5	Days360	Linear	1	02/15/2024	08/15/2024																							
TBOND	T 1.500% 02/15/30	UNITED STATES TREASURY	USD	1	100	US912828Z948		02/15/2030					AAA	02/13/2024	02/15/2024	USD	1.5	Days360	Linear	1	08/15/2023	02/15/2024																							
TBOND	T 1.500% 02/15/30	UNITED STATES TREASURY	USD	1	100	US912828Z948		02/15/2030					AAA	08/11/2023	08/15/2023	USD	1.5	Days360	Linear	1	02/15/2023	08/15/2023																							
TBOND	T 1.500% 02/15/30	UNITED STATES TREASURY	USD	1	100	US912828Z948		02/15/2030					AAA	02/13/2023	02/15/2023	USD	1.5	Days360	Linear	1	08/15/2022	02/15/2023																							
TBOND	T 1.500% 02/15/30	UNITED STATES TREASURY	USD	1	100	US912828Z948		02/15/2030					AAA	08/11/2022	08/15/2022	USD	1.5	Days360	Linear	1	02/15/2022	08/15/2022																							
TBOND	T 1.500% 02/15/30	UNITED STATES TREASURY	USD	1	100	US912828Z948		02/15/2030					AAA	02/11/2022	02/15/2022	USD	1.5	Days360	Linear	1	08/15/2021	02/15/2022																							
TBOND	T 1.500% 02/15/30	UNITED STATES TREASURY	USD	1	100	US912828Z948		02/15/2030					AAA	08/12/2021	08/16/2021	USD	1.5	Days360	Linear	1	02/15/2021	08/15/2021																							
TBOND	T 1.500% 02/15/30	UNITED STATES TREASURY	USD	1	100	US912828Z948		02/15/2030					AAA	02/11/2021	02/16/2021	USD	1.5	Days360	Linear	1	08/15/2020	02/15/2021																							
TBOND	T 1.500% 02/15/30	UNITED STATES TREASURY	USD	1	100	US912828Z948		02/15/2030					AAA	08/13/2020	08/17/2020	USD	1.5	Days360	Linear	1	02/15/2020	08/15/2020																							
TBOND	T 0.625% 08/15/30	UNITED STATES TREASURY	USD	1	100	US91282CAE12		08/15/2030					AAA	08/13/2030	08/15/2030	USD	0.625	Days360	Linear	1	02/15/2030	08/15/2030									100														
TBOND	T 0.625% 08/15/30	UNITED STATES TREASURY	USD	1	100	US91282CAE12		08/15/2030					AAA	02/13/2030	02/15/2030	USD	0.625	Days360	Linear	1	08/15/2029	02/15/2030																							
TBOND	T 0.625% 08/15/30	UNITED STATES TREASURY	USD	1	100	US91282CAE12		08/15/2030					AAA	08/13/2029	08/15/2029	USD	0.625	Days360	Linear	1	02/15/2029	08/15/2029																							
TBOND	T 0.625% 08/15/30	UNITED STATES TREASURY	USD	1	100	US91282CAE12		08/15/2030					AAA	02/13/2029	02/15/2029	USD	0.625	Days360	Linear	1	08/15/2028	02/15/2029																							
TBOND	T 0.625% 08/15/30	UNITED STATES TREASURY	USD	1	100	US91282CAE12		08/15/2030					AAA	08/11/2028	08/15/2028	USD	0.625	Days360	Linear	1	02/15/2028	08/15/2028																							
TBOND	T 0.625% 08/15/30	UNITED STATES TREASURY	USD	1	100	US91282CAE12		08/15/2030					AAA	02/11/2028	02/15/2028	USD	0.625	Days360	Linear	1	08/15/2027	02/15/2028																							
TBOND	T 0.625% 08/15/30	UNITED STATES TREASURY	USD	1	100	US91282CAE12		08/15/2030					AAA	08/12/2027	08/16/2027	USD	0.625	Days360	Linear	1	02/15/2027	08/15/2027																							
TBOND	T 0.625% 08/15/30	UNITED STATES TREASURY	USD	1	100	US91282CAE12		08/15/2030					AAA	02/11/2027	02/16/2027	USD	0.625	Days360	Linear	1	08/15/2026	02/15/2027																							
TBOND	T 0.625% 08/15/30	UNITED STATES TREASURY	USD	1	100	US91282CAE12		08/15/2030					AAA	08/13/2026	08/17/2026	USD	0.625	Days360	Linear	1	02/15/2026	08/15/2026																							
TBOND	T 0.625% 08/15/30	UNITED STATES TREASURY	USD	1	100	US91282CAE12		08/15/2030					AAA	02/12/2026	02/17/2026	USD	0.625	Days360	Linear	1	08/15/2025	02/15/2026																							
TBOND	T 0.625% 08/15/30	UNITED STATES TREASURY	USD	1	100	US91282CAE12		08/15/2030					AAA	08/13/2025	08/15/2025	USD	0.625	Days360	Linear	1	02/15/2025	08/15/2025																							
TBOND	T 0.625% 08/15/30	UNITED STATES TREASURY	USD	1	100	US91282CAE12		08/15/2030					AAA	02/13/2025	02/18/2025	USD	0.625	Days360	Linear	1	08/15/2024	02/15/2025																							
TBOND	T 0.625% 08/15/30	UNITED STATES TREASURY	USD	1	100	US91282CAE12		08/15/2030					AAA	08/13/2024	08/15/2024	USD	0.625	Days360	Linear	1	02/15/2024	08/15/2024																							
TBOND	T 0.625% 08/15/30	UNITED STATES TREASURY	USD	1	100	US91282CAE12		08/15/2030					AAA	02/13/2024	02/15/2024	USD	0.625	Days360	Linear	1	08/15/2023	02/15/2024																							
TBOND	T 0.625% 08/15/30	UNITED STATES TREASURY	USD	1	100	US91282CAE12		08/15/2030					AAA	08/11/2023	08/15/2023	USD	0.625	Days360	Linear	1	02/15/2023	08/15/2023																							
TBOND	T 0.625% 08/15/30	UNITED STATES TREASURY	USD	1	100	US91282CAE12		08/15/2030					AAA	02/13/2023	02/15/2023	USD	0.625	Days360	Linear	1	08/15/2022	02/15/2023																							
TBOND	T 0.625% 08/15/30	UNITED STATES TREASURY	USD	1	100	US91282CAE12		08/15/2030					AAA	08/11/2022	08/15/2022	USD	0.625	Days360	Linear	1	02/15/2022	08/15/2022																							
TBOND	T 0.625% 08/15/30	UNITED STATES TREASURY	USD	1	100	US91282CAE12		08/15/2030					AAA	02/11/2022	02/15/2022	USD	0.625	Days360	Linear	1	08/15/2021	02/15/2022																							
TBOND	T 0.625% 08/15/30	UNITED STATES TREASURY	USD	1	100	US91282CAE12		08/15/2030					AAA	08/12/2021	08/16/2021	USD	0.625	Days360	Linear	1	02/15/2021	08/15/2021																							
TBOND	T 0.625% 08/15/30	UNITED STATES TREASURY	USD	1	100	US91282CAE12		08/15/2030					AAA	02/11/2021	02/16/2021	USD	0.625	Days360	Linear	1	08/15/2020	02/15/2021																							
TII	TII 0.125% 01/15/31	TII 0.125% 01/15/31	USD	1	100	US91282CBF77		01/15/2031					AAA	01/13/2031	01/15/2031	USD	0.125	30/360 ISMA	Linear	1	07/15/2030	01/15/2031						CPIIINDX	01/15/2021	01/15/2031	100														
TII	TII 0.125% 01/15/31	TII 0.125% 01/15/31	USD	1	100	US91282CBF77		01/15/2031					AAA	07/11/2030	07/15/2030	USD	0.125	30/360 ISMA	Linear	1	01/15/2030	07/15/2030						CPIIINDX	01/15/2021	07/15/2030															
TII	TII 0.125% 01/15/31	TII 0.125% 01/15/31	USD	1	100	US91282CBF77		01/15/2031					AAA	01/11/2030	01/15/2030	USD	0.125	30/360 ISMA	Linear	1	07/15/2029	01/15/2030						CPIIINDX	01/15/2021	01/15/2030															
TII	TII 0.125% 01/15/31	TII 0.125% 01/15/31	USD	1	100	US91282CBF77		01/15/2031					AAA	07/12/2029	07/16/2029	USD	0.125	30/360 ISMA	Linear	1	01/15/2029	07/15/2029						CPIIINDX	01/15/2021	07/16/2029															
TII	TII 0.125% 01/15/31	TII 0.125% 01/15/31	USD	1	100	US91282CBF77		01/15/2031					AAA	01/11/2029	01/16/2029	USD	0.125	30/360 ISMA	Linear	1	07/15/2028	01/15/2029						CPIIINDX	01/15/2021	01/16/2029															
TII	TII 0.125% 01/15/31	TII 0.125% 01/15/31	USD	1	100	US91282CBF77		01/15/2031					AAA	07/13/2028	07/17/2028	USD	0.125	30/360 ISMA	Linear	1	01/15/2028	07/15/2028						CPIIINDX	01/15/2021	07/17/2028															
TII	TII 0.125% 01/15/31	TII 0.125% 01/15/31	USD	1	100	US91282CBF77		01/15/2031					AAA	01/13/2028	01/18/2028	USD	0.125	30/360 ISMA	Linear	1	07/15/2027	01/15/2028						CPIIINDX	01/15/2021	01/18/2028															
TII	TII 0.125% 01/15/31	TII 0.125% 01/15/31	USD	1	100	US91282CBF77		01/15/2031					AAA	07/13/2027	07/15/2027	USD	0.125	30/360 ISMA	Linear	1	01/15/2027	07/15/2027						CPIIINDX	01/15/2021	07/15/2027															
TII	TII 0.125% 01/15/31	TII 0.125% 01/15/31	USD	1	100	US91282CBF77		01/15/2031					AAA	01/13/2027	01/15/2027	USD	0.125	30/360 ISMA	Linear	1	07/15/2026	01/15/2027						CPIIINDX	01/15/2021	01/15/2027															
TII	TII 0.125% 01/15/31	TII 0.125% 01/15/31	USD	1	100	US91282CBF77		01/15/2031					AAA	07/13/2026	07/15/2026	USD	0.125	30/360 ISMA	Linear	1	01/15/2026	07/15/2026						CPIIINDX	01/15/2021	07/15/2026															
TII	TII 0.125% 01/15/31	TII 0.125% 01/15/31	USD	1	100	US91282CBF77		01/15/2031					AAA	01/13/2026	01/15/2026	USD	0.125	30/360 ISMA	Linear	1	07/15/2025	01/15/2026						CPIIINDX	01/15/2021	01/15/2026															
TII	TII 0.125% 01/15/31	TII 0.125% 01/15/31	USD	1	100	US91282CBF77		01/15/2031					AAA	07/11/2025	07/15/2025	USD	0.125	30/360 ISMA	Linear	1	01/15/2025	07/15/2025						CPIIINDX	01/15/2021	07/15/2025															
TII	TII 0.125% 01/15/31	TII 0.125% 01/15/31	USD	1	100	US91282CBF77		01/15/2031					AAA	01/13/2025	01/15/2025	USD	0.125	30/360 ISMA	Linear	1	07/15/2024	01/15/2025						CPIIINDX	01/15/2021	01/15/2025															
TII	TII 0.125% 01/15/31	TII 0.125% 01/15/31	USD	1	100	US91282CBF77		01/15/2031					AAA	07/11/2024	07/15/2024	USD	0.125	30/360 ISMA	Linear	1	01/15/2024	07/15/2024						CPIIINDX	01/15/2021	07/15/2024															
TII	TII 0.125% 01/15/31	TII 0.125% 01/15/31	USD	1	100	US91282CBF77		01/15/2031					AAA	01/11/2024	01/16/2024	USD	0.125	30/360 ISMA	Linear	1	07/15/2023	01/15/2024						CPIIINDX	01/15/2021	01/16/2024															
TII	TII 0.125% 01/15/31	TII 0.125% 01/15/31	USD	1	100	US91282CBF77		01/15/2031					AAA	07/13/2023	07/17/2023	USD	0.125	30/360 ISMA	Linear	1	01/15/2023	07/15/2023						CPIIINDX	01/15/2021	07/17/2023															
TII	TII 0.125% 01/15/31	TII 0.125% 01/15/31	USD	1	100	US91282CBF77		01/15/2031					AAA	01/12/2023	01/17/2023	USD	0.125	30/360 ISMA	Linear	1	07/15/2022	01/15/2023						CPIIINDX	01/15/2021	01/17/2023															
TII	TII 0.125% 01/15/31	TII 0.125% 01/15/31	USD	1	100	US91282CBF77		01/15/2031					AAA	07/13/2022	07/15/2022	USD	0.125	30/360 ISMA	Linear	1	01/15/2022	07/15/2022						CPIIINDX	01/15/2021	07/15/2022															
TII	TII 0.125% 01/15/31	TII 0.125% 01/15/31	USD	1	100	US91282CBF77		01/15/2031					AAA	01/13/2022	01/18/2022	USD	0.125	30/360 ISMA	Linear	1	07/15/2021	01/15/2022						CPIIINDX	01/15/2021	01/18/2022															
